,WIN$N_open,WIN$N_close,WIN$N_high,WIN$N_low,WIN$N_tick_volume,WIN$N_real_volume,WIN$N_spread
632648,103465.0,103430.0,103495.0,103425.0,1864,7425,5
632649,103430.0,103385.0,103430.0,103350.0,5883,20929,5
632650,103380.0,103445.0,103465.0,103365.0,3300,10734,5
632651,103445.0,103460.0,103495.0,103430.0,3629,12869,5
632652,103465.0,103480.0,103495.0,103450.0,1907,7351,5
632653,103480.0,103470.0,103485.0,103425.0,2373,8878,5
632654,103465.0,103500.0,103510.0,103450.0,2704,11251,5
632655,103500.0,103490.0,103520.0,103475.0,2497,10605,5
632656,103490.0,103465.0,103500.0,103455.0,2711,12636,5
632657,103460.0,103505.0,103520.0,103415.0,4343,16373,5
632658,103510.0,103560.0,103595.0,103500.0,10147,39366,5
632659,103560.0,103640.0,103650.0,103555.0,7228,25898,5
632660,103640.0,103740.0,103790.0,103630.0,13196,51372,5
632661,103740.0,103810.0,103865.0,103725.0,10808,42907,5
632662,103805.0,103825.0,103885.0,103790.0,6579,26828,5
632663,103825.0,103780.0,103835.0,103750.0,6005,27072,5
632664,103775.0,103795.0,103800.0,103730.0,3989,15993,5
632665,103795.0,103785.0,103835.0,103765.0,3646,15238,5
632666,103780.0,103860.0,103890.0,103780.0,7435,25866,5
632667,103865.0,103900.0,103975.0,103840.0,10516,41861,5
632668,103895.0,103910.0,103955.0,103840.0,6794,29216,5
632669,103915.0,103925.0,103970.0,103910.0,3676,14177,5
632670,103925.0,103935.0,103960.0,103915.0,2760,10950,5
632671,103940.0,103945.0,103995.0,103935.0,5046,20636,5
632672,103945.0,103860.0,103950.0,103860.0,5220,18989,5
632673,103860.0,103875.0,103890.0,103830.0,3765,13780,5
632674,103875.0,103875.0,103915.0,103860.0,2650,10446,5
632675,103880.0,103920.0,103955.0,103875.0,3226,12587,5
632676,103920.0,103920.0,103940.0,103885.0,2879,12101,5
632677,103920.0,103900.0,103945.0,103885.0,2207,8870,5
632678,103900.0,103955.0,103985.0,103890.0,3643,14416,5
632679,103955.0,103955.0,103965.0,103930.0,2327,10430,5
632680,103955.0,104120.0,104120.0,103935.0,8411,37482,5
632681,104120.0,104200.0,104365.0,104100.0,17164,73360,5
632682,104195.0,104230.0,104240.0,104185.0,3928,17257,5
632683,104230.0,104200.0,104270.0,104190.0,4468,19314,5
632684,104195.0,104210.0,104245.0,104185.0,3790,18664,5
632685,104215.0,104145.0,104240.0,104135.0,4641,19971,5
632686,104145.0,104175.0,104205.0,104135.0,3102,12468,5
632687,104175.0,104250.0,104280.0,104170.0,4636,20337,5
632688,104250.0,104215.0,104280.0,104210.0,3479,14924,5
632689,104220.0,104240.0,104260.0,104215.0,1568,6517,5
632690,104250.0,104185.0,104260.0,104170.0,2749,11501,5
632691,104190.0,104125.0,104190.0,104100.0,6440,25647,5
632692,104120.0,104115.0,104135.0,104080.0,4135,18418,5
632693,104115.0,104105.0,104140.0,104085.0,2683,11789,5
632694,104110.0,104065.0,104115.0,104060.0,3201,13661,5
632695,104065.0,104085.0,104120.0,104060.0,2544,9448,5
632696,104080.0,104065.0,104100.0,104040.0,3363,11385,5
632697,104060.0,104095.0,104135.0,104060.0,2987,11338,5
632698,104100.0,104145.0,104150.0,104090.0,1883,7100,5
632699,104140.0,104095.0,104160.0,104090.0,2761,11529,5
632700,104100.0,104115.0,104135.0,104090.0,1277,5192,5
632701,104120.0,104105.0,104155.0,104080.0,2185,8652,5
632702,104100.0,104065.0,104105.0,104060.0,1665,5985,5
632703,104070.0,104100.0,104115.0,104060.0,1482,5133,5
632704,104100.0,104135.0,104135.0,104070.0,1509,5823,5
632705,104135.0,104130.0,104140.0,104105.0,1064,3464,5
632706,104130.0,104155.0,104180.0,104120.0,3839,15164,5
632707,104160.0,104135.0,104185.0,104135.0,2629,13277,5
632708,104135.0,104130.0,104145.0,104115.0,1720,7476,5
632709,104135.0,104100.0,104135.0,104090.0,1615,5857,5
632710,104100.0,104085.0,104105.0,104080.0,1916,10422,5
632711,104080.0,104085.0,104100.0,104065.0,2170,9777,5
632712,104090.0,104085.0,104110.0,104075.0,1627,9553,5
632713,104090.0,104075.0,104100.0,104065.0,932,3797,5
632714,104075.0,104080.0,104085.0,104050.0,1727,6432,5
632715,104075.0,104070.0,104085.0,104050.0,1007,4144,5
632716,104070.0,104055.0,104075.0,104040.0,1519,5699,5
632717,104050.0,104010.0,104060.0,104005.0,3717,14021,5
632718,104010.0,104020.0,104040.0,104005.0,1888,7579,5
632719,104015.0,104050.0,104050.0,104010.0,1228,4708,5
632720,104050.0,104025.0,104055.0,104015.0,1430,6250,5
632721,104020.0,104020.0,104045.0,104005.0,2286,9878,5
632722,104020.0,104010.0,104030.0,104005.0,1911,8301,5
632723,104010.0,104025.0,104050.0,103970.0,4155,17921,5
632724,104030.0,104020.0,104035.0,104000.0,1377,6250,5
632725,104015.0,104070.0,104075.0,104015.0,2878,10850,5
632726,104065.0,104085.0,104105.0,104050.0,4351,14494,5
632727,104085.0,104065.0,104095.0,104065.0,1460,6082,5
632728,104070.0,104075.0,104090.0,104065.0,856,3137,5
632729,104070.0,104090.0,104100.0,104065.0,1176,4660,5
632730,104095.0,104105.0,104120.0,104080.0,3156,13245,5
632731,104105.0,104100.0,104115.0,104085.0,2156,12419,5
632732,104100.0,104110.0,104125.0,104085.0,2007,8303,5
632733,104110.0,104095.0,104125.0,104075.0,2512,12497,5
632734,104100.0,104100.0,104105.0,104075.0,1207,5050,5
632735,104100.0,104140.0,104160.0,104090.0,3762,15099,5
632736,104140.0,104120.0,104150.0,104095.0,2753,13130,5
632737,104120.0,104115.0,104125.0,104085.0,1843,10761,5
632738,104115.0,104115.0,104140.0,104100.0,1513,6240,5
632739,104115.0,104135.0,104170.0,104105.0,2575,10297,5
632740,104140.0,104115.0,104155.0,104115.0,1749,10591,5
632741,104120.0,104120.0,104135.0,104100.0,1470,6577,5
632742,104125.0,104090.0,104150.0,104085.0,2492,13389,5
632743,104095.0,104080.0,104100.0,104075.0,1364,4975,5
632744,104080.0,104060.0,104080.0,104055.0,1761,6183,5
632745,104065.0,104075.0,104095.0,104035.0,2731,10443,5
632746,104080.0,104065.0,104100.0,104065.0,1144,4997,5
632747,104070.0,104080.0,104090.0,104050.0,1523,6223,5
632748,104080.0,104095.0,104105.0,104075.0,1111,4355,5
632749,104100.0,104125.0,104135.0,104095.0,1391,5404,5
632750,104120.0,104135.0,104145.0,104115.0,1601,7061,5
632751,104135.0,104155.0,104165.0,104125.0,2090,7594,5
632752,104150.0,104140.0,104160.0,104115.0,1635,5742,5
632753,104145.0,104100.0,104160.0,104095.0,2246,8301,5
632754,104105.0,104120.0,104130.0,104090.0,1496,6093,5
632755,104120.0,104105.0,104145.0,104095.0,1159,4640,5
632756,104105.0,104125.0,104135.0,104095.0,1392,6006,5
632757,104125.0,104115.0,104130.0,104115.0,535,2360,5
632758,104115.0,104120.0,104140.0,104105.0,710,2826,5
632759,104115.0,104095.0,104125.0,104075.0,1953,7879,5
632760,104090.0,104065.0,104095.0,104055.0,1670,6770,5
632761,104065.0,104050.0,104065.0,104040.0,1619,6270,5
632762,104050.0,104090.0,104105.0,104050.0,2015,6840,5
632763,104090.0,104060.0,104095.0,104055.0,1848,9199,5
632764,104060.0,104065.0,104075.0,104050.0,968,3627,5
632765,104065.0,104060.0,104065.0,104035.0,2078,9373,5
632766,104060.0,104065.0,104090.0,104055.0,1262,4895,5
632767,104060.0,104050.0,104065.0,104045.0,749,2519,5
632768,104050.0,104065.0,104085.0,104045.0,1367,5830,5
632769,104065.0,104065.0,104075.0,104045.0,942,4249,5
632770,104060.0,104070.0,104080.0,104060.0,665,2625,5
632771,104070.0,104065.0,104080.0,104060.0,675,2772,5
632772,104065.0,104035.0,104070.0,104020.0,2180,8176,5
632773,104040.0,104015.0,104040.0,104005.0,2379,9363,5
632774,104015.0,103975.0,104020.0,103935.0,6443,23188,5
632775,103980.0,104000.0,104015.0,103975.0,2641,10253,5
632776,104005.0,103990.0,104010.0,103945.0,3073,11208,5
632777,103990.0,103990.0,104005.0,103980.0,1007,3597,5
632778,103990.0,104005.0,104015.0,103970.0,1641,6957,5
632779,104005.0,104015.0,104025.0,103995.0,1240,4513,5
632780,104015.0,104015.0,104035.0,104000.0,1748,7550,5
632781,104015.0,104050.0,104050.0,103960.0,3909,17572,5
632782,104050.0,104000.0,104080.0,103990.0,6471,24927,5
632783,104005.0,103970.0,104005.0,103925.0,6742,24740,5
632784,103975.0,104030.0,104045.0,103955.0,3103,11268,5
632785,104030.0,104025.0,104060.0,104005.0,2844,11185,5
632786,104025.0,104015.0,104060.0,104010.0,2313,11707,5
632787,104010.0,104015.0,104030.0,103995.0,2431,10339,5
632788,104020.0,104025.0,104040.0,103995.0,1979,9819,5
632789,104025.0,104040.0,104050.0,104005.0,1215,5329,5
632790,104045.0,103985.0,104050.0,103985.0,1702,6401,5
632791,103985.0,104035.0,104045.0,103985.0,2706,11211,5
632792,104040.0,104060.0,104075.0,104025.0,2714,11020,5
632793,104060.0,104070.0,104100.0,104055.0,3295,12450,5
632794,104070.0,104085.0,104100.0,104055.0,2222,9719,5
632795,104085.0,104100.0,104115.0,104070.0,1999,7508,5
632796,104095.0,104090.0,104105.0,104075.0,1562,5676,5
632797,104085.0,104070.0,104090.0,104060.0,1659,6672,5
632798,104065.0,104050.0,104070.0,104030.0,2486,10345,5
632799,104050.0,104060.0,104065.0,104035.0,1036,4705,5
632800,104060.0,104065.0,104090.0,104055.0,1972,8359,5
632801,104070.0,104025.0,104075.0,104010.0,2359,9499,5
632802,104020.0,104015.0,104030.0,103995.0,2168,8906,5
632803,104015.0,103945.0,104025.0,103930.0,3664,13407,5
632804,103945.0,103945.0,103975.0,103930.0,3261,14267,5
632805,103945.0,103935.0,103950.0,103905.0,4197,15464,5
632806,103930.0,103955.0,103975.0,103920.0,2861,10791,5
632807,103955.0,103960.0,103970.0,103930.0,1590,6454,5
632808,103965.0,103970.0,103990.0,103930.0,2186,9598,5
632809,103975.0,103975.0,103990.0,103955.0,1416,6412,5
632810,103975.0,103965.0,103980.0,103955.0,1180,5700,5
632811,103970.0,103970.0,103985.0,103960.0,874,3349,5
632812,103970.0,104010.0,104035.0,103945.0,4594,18879,5
632813,104010.0,103985.0,104025.0,103980.0,1866,8611,5
632814,103985.0,103925.0,103990.0,103915.0,3091,11514,5
632815,103925.0,103930.0,103940.0,103880.0,5119,19461,5
632816,103925.0,103950.0,103985.0,103925.0,3400,15221,5
632817,103950.0,103930.0,103980.0,103930.0,1483,6662,5
632818,103930.0,103920.0,103935.0,103905.0,1821,6634,5
632819,103915.0,103920.0,103950.0,103910.0,1393,4893,5
632820,103920.0,103940.0,103940.0,103890.0,2288,9250,5
632821,103935.0,103955.0,103975.0,103930.0,2638,11077,5
632822,103955.0,103975.0,104000.0,103950.0,2539,9596,5
632823,103975.0,103965.0,103995.0,103960.0,1620,6433,5
632824,103965.0,103955.0,103975.0,103945.0,1256,5732,5
632825,103955.0,103975.0,103990.0,103935.0,1960,8819,5
632826,103980.0,103980.0,103995.0,103970.0,1110,4599,5
632827,103980.0,103985.0,103990.0,103975.0,514,2295,5
632828,103980.0,104015.0,104020.0,103970.0,2347,9532,5
632829,104010.0,104015.0,104025.0,104005.0,1122,4901,5
632830,104015.0,104005.0,104025.0,103980.0,1824,6848,5
632831,104005.0,104050.0,104055.0,104000.0,3495,12131,5
632832,104050.0,104005.0,104050.0,104000.0,1830,7477,5
632833,104010.0,103995.0,104025.0,103985.0,1741,6850,5
632834,103995.0,104000.0,104010.0,103970.0,1884,6490,5
632835,104000.0,103980.0,104010.0,103975.0,1237,4755,5
632836,103985.0,104000.0,104010.0,103955.0,2555,8801,5
632837,104005.0,104015.0,104025.0,104000.0,1408,5350,5
632838,104010.0,104030.0,104035.0,104005.0,1154,4986,5
632839,104030.0,104055.0,104070.0,104025.0,3394,13123,5
632840,104050.0,104035.0,104065.0,104035.0,1647,6872,5
632841,104035.0,104095.0,104155.0,104030.0,7802,31138,5
632842,104095.0,104100.0,104125.0,104065.0,4110,16936,5
632843,104100.0,104105.0,104135.0,104090.0,2642,12143,5
632844,104110.0,104220.0,104225.0,104110.0,9102,38271,5
632845,104220.0,104235.0,104240.0,104200.0,4809,20103,5
632846,104230.0,104315.0,104350.0,104210.0,10635,45472,5
632847,104310.0,104340.0,104415.0,104275.0,10809,46151,5
632848,104340.0,104350.0,104380.0,104315.0,4037,19207,5
632849,104345.0,104380.0,104390.0,104330.0,2964,13914,5
632850,104375.0,104420.0,104460.0,104365.0,7938,34006,5
632851,104420.0,104380.0,104455.0,104375.0,4592,18768,5
632852,104385.0,104420.0,104440.0,104350.0,5441,23071,5
632853,104425.0,104430.0,104470.0,104405.0,6555,28424,5
632854,104435.0,104410.0,104455.0,104405.0,2589,13910,5
632855,104410.0,104395.0,104430.0,104385.0,2942,16295,5
632856,104400.0,104410.0,104430.0,104395.0,1885,8222,5
632857,104410.0,104385.0,104415.0,104370.0,3536,16032,5
632858,104390.0,104420.0,104445.0,104375.0,2851,12278,5
632859,104425.0,104400.0,104440.0,104395.0,1531,6264,5
632860,104400.0,104375.0,104410.0,104370.0,2177,11636,5
632861,104380.0,104385.0,104410.0,104375.0,1848,7703,5
632862,104385.0,104395.0,104440.0,104380.0,2571,11609,5
632863,104395.0,104430.0,104430.0,104385.0,1552,7433,5
632864,104425.0,104510.0,104560.0,104405.0,10821,46930,5
632865,104515.0,104495.0,104515.0,104485.0,2949,13900,5
632866,104500.0,104485.0,104505.0,104480.0,1817,9101,5
632867,104485.0,104480.0,104495.0,104470.0,1303,5776,5
632868,104480.0,104485.0,104530.0,104475.0,2443,11489,5
632869,104480.0,104500.0,104520.0,104475.0,1387,8881,5
632870,104500.0,104495.0,104530.0,104485.0,2061,11059,5
632871,104490.0,104470.0,104495.0,104430.0,4937,23864,5
632872,104475.0,104475.0,104480.0,104445.0,1367,7132,5
632873,104475.0,104525.0,104555.0,104470.0,5555,24831,5
632874,104525.0,104510.0,104550.0,104490.0,3087,15939,5
632875,104515.0,104495.0,104525.0,104485.0,2341,14382,5
632876,104490.0,104540.0,104550.0,104470.0,3915,18751,5
632877,104545.0,104555.0,104610.0,104525.0,7574,31851,5
632878,104555.0,104545.0,104575.0,104535.0,2387,12824,5
632879,104545.0,104535.0,104555.0,104525.0,1671,10312,5
632880,104535.0,104565.0,104570.0,104530.0,1414,8213,5
632881,104560.0,104590.0,104620.0,104560.0,4594,20304,5
632882,104590.0,104575.0,104610.0,104560.0,2598,12976,5
632883,104575.0,104560.0,104580.0,104545.0,2352,11250,5
632884,104560.0,104535.0,104565.0,104530.0,1836,7783,5
632885,104535.0,104530.0,104555.0,104525.0,1452,6514,5
632886,104530.0,104530.0,104545.0,104510.0,3484,14567,5
632887,104530.0,104520.0,104535.0,104495.0,3435,19389,5
632888,104525.0,104510.0,104530.0,104510.0,1146,8151,5
632889,104515.0,104520.0,104545.0,104510.0,1671,7175,5
632890,104520.0,104505.0,104550.0,104505.0,2436,12248,5
632891,104505.0,104510.0,104550.0,104505.0,1951,10326,5
632892,104515.0,104530.0,104545.0,104510.0,1180,4809,5
632893,104530.0,104585.0,104595.0,104525.0,3481,13234,5
632894,104590.0,104595.0,104650.0,104580.0,5901,22493,5
632895,104595.0,104580.0,104610.0,104565.0,2197,8966,5
632896,104580.0,104550.0,104590.0,104545.0,1881,7195,5
632897,104550.0,104540.0,104550.0,104515.0,2393,12064,5
632898,104535.0,104525.0,104540.0,104510.0,1383,7447,5
632899,104525.0,104565.0,104580.0,104520.0,1969,8055,5
632900,104565.0,104545.0,104570.0,104545.0,1164,4640,5
632901,104550.0,104540.0,104560.0,104535.0,1552,8569,5
632902,104540.0,104545.0,104565.0,104530.0,1417,6284,5
632903,104550.0,104545.0,104555.0,104515.0,1480,7263,5
632904,104545.0,104545.0,104570.0,104540.0,1056,4314,5
632905,104545.0,104550.0,104560.0,104540.0,814,3555,5
632906,104550.0,104565.0,104580.0,104525.0,2170,11041,5
632907,104560.0,104575.0,104580.0,104545.0,1002,3877,5
632908,104570.0,104605.0,104630.0,104570.0,3775,14487,5
632909,104610.0,104570.0,104610.0,104570.0,1621,7905,5
632910,104575.0,104570.0,104575.0,104550.0,1587,6085,5
632911,104570.0,104620.0,104625.0,104555.0,1982,8949,5
632912,104625.0,104665.0,104690.0,104585.0,6667,28259,5
632913,104660.0,104620.0,104670.0,104615.0,2603,11733,5
632914,104620.0,104615.0,104620.0,104595.0,1522,6766,5
632915,104620.0,104615.0,104635.0,104610.0,1309,5955,5
632916,104615.0,104660.0,104695.0,104610.0,3825,16014,5
632917,104660.0,104655.0,104670.0,104635.0,1476,6281,5
632918,104650.0,104640.0,104680.0,104635.0,1267,5555,5
632919,104635.0,104625.0,104645.0,104600.0,2200,9638,5
632920,104630.0,104605.0,104635.0,104600.0,1129,4860,5
632921,104610.0,104585.0,104625.0,104585.0,1714,6832,5
632922,104585.0,104610.0,104620.0,104580.0,2411,9120,5
632923,104610.0,104620.0,104630.0,104595.0,1491,6196,5
632924,104625.0,104635.0,104645.0,104605.0,1378,5435,5
632925,104640.0,104635.0,104650.0,104620.0,999,4329,5
632926,104635.0,104620.0,104635.0,104610.0,855,3203,5
632927,104620.0,104615.0,104630.0,104610.0,735,3388,5
632928,104620.0,104605.0,104625.0,104595.0,940,4204,5
632929,104605.0,104625.0,104630.0,104600.0,957,4289,5
632930,104625.0,104630.0,104665.0,104620.0,2020,8731,5
632931,104630.0,104625.0,104630.0,104620.0,544,2105,5
632932,104625.0,104600.0,104635.0,104585.0,1989,8799,5
632933,104605.0,104605.0,104610.0,104595.0,624,2329,5
632934,104605.0,104650.0,104670.0,104600.0,2612,9740,5
632935,104645.0,104600.0,104650.0,104595.0,2090,8860,5
632936,104605.0,104605.0,104615.0,104600.0,1032,4275,5
632937,104600.0,104575.0,104610.0,104560.0,2854,11778,5
632938,104575.0,104585.0,104590.0,104570.0,1430,5834,5
632939,104585.0,104590.0,104605.0,104580.0,1154,4373,5
632940,104585.0,104610.0,104625.0,104585.0,1480,5477,5
632941,104605.0,104600.0,104615.0,104595.0,743,2685,5
632942,104595.0,104610.0,104620.0,104580.0,1568,6646,5
632943,104605.0,104600.0,104620.0,104585.0,891,4022,5
632944,104595.0,104590.0,104605.0,104585.0,641,2168,5
632945,104590.0,104595.0,104600.0,104585.0,691,2705,5
632946,104600.0,104615.0,104620.0,104600.0,1238,5270,5
632947,104610.0,104600.0,104615.0,104590.0,1123,4967,5
632948,104605.0,104615.0,104620.0,104590.0,878,3503,5
632949,104615.0,104605.0,104615.0,104595.0,656,2660,5
632950,104605.0,104620.0,104620.0,104585.0,1451,5485,5
632951,104625.0,104610.0,104625.0,104600.0,1079,3471,5
632952,104610.0,104630.0,104650.0,104600.0,2374,9337,5
632953,104630.0,104640.0,104645.0,104615.0,1577,6642,5
632954,104640.0,104640.0,104640.0,104610.0,1019,4524,5
632955,104640.0,104630.0,104660.0,104620.0,1925,8553,5
632956,104635.0,104640.0,104665.0,104625.0,1652,6363,5
632957,104640.0,104620.0,104640.0,104615.0,1178,7252,5
632958,104620.0,104615.0,104625.0,104595.0,1813,8874,5
632959,104615.0,104630.0,104635.0,104615.0,828,3622,5
632960,104635.0,104625.0,104635.0,104610.0,922,4289,5
632961,104625.0,104605.0,104625.0,104590.0,2110,10801,5
632962,104605.0,104710.0,104810.0,104600.0,11243,51903,5
632963,104710.0,104735.0,104740.0,104705.0,2003,9854,5
632964,104735.0,104695.0,104735.0,104680.0,2743,12184,5
632965,104695.0,104685.0,104700.0,104675.0,2409,9736,5
632966,104685.0,104695.0,104710.0,104680.0,1641,6155,5
632967,104700.0,104695.0,104710.0,104690.0,784,3080,5
632968,104690.0,104685.0,104700.0,104670.0,1381,6801,5
632969,104685.0,104705.0,104730.0,104670.0,1592,7309,5
632970,104705.0,104695.0,104710.0,104685.0,717,2630,5
632971,104700.0,104695.0,104710.0,104685.0,670,2815,5
632972,104700.0,104710.0,104715.0,104690.0,511,1959,5
632973,104705.0,104695.0,104710.0,104690.0,610,2986,5
632974,104700.0,104685.0,104705.0,104680.0,822,3527,5
632975,104690.0,104700.0,104705.0,104685.0,538,2351,5
632976,104695.0,104705.0,104710.0,104695.0,375,1412,5
632977,104705.0,104715.0,104720.0,104700.0,645,3338,5
632978,104715.0,104705.0,104725.0,104700.0,682,2598,5
632979,104710.0,104715.0,104715.0,104700.0,434,1940,5
632980,104715.0,104710.0,104715.0,104700.0,564,2475,5
632981,104705.0,104695.0,104715.0,104690.0,590,2783,5
632982,104695.0,104695.0,104700.0,104680.0,884,3473,5
632983,104695.0,104715.0,104715.0,104685.0,460,1771,5
632984,104715.0,104725.0,104730.0,104705.0,733,3725,5
632985,104725.0,104705.0,104730.0,104700.0,858,3259,5
632986,104705.0,104715.0,104730.0,104705.0,885,3315,5
632987,104710.0,104710.0,104725.0,104710.0,273,1234,5
632988,104710.0,104715.0,104725.0,104710.0,386,1464,5
632989,104715.0,104715.0,104725.0,104715.0,283,730,5
632990,104715.0,104710.0,104720.0,104710.0,257,1012,5
632991,104715.0,104710.0,104725.0,104705.0,566,2341,5
632992,104715.0,104720.0,104725.0,104710.0,324,1467,5
632993,104715.0,104745.0,104765.0,104710.0,2248,10358,5
632994,104745.0,104745.0,104755.0,104735.0,786,3538,5
632995,104740.0,104755.0,104770.0,104740.0,1083,5437,5
632996,104755.0,104770.0,104780.0,104755.0,1190,5130,5
632997,104770.0,104765.0,104785.0,104765.0,703,3555,5
632998,104770.0,104780.0,104790.0,104765.0,772,3837,5
632999,104780.0,104770.0,104785.0,104765.0,512,2382,5
633000,104775.0,104780.0,104785.0,104765.0,569,2344,5
633001,104780.0,104790.0,104800.0,104775.0,860,4056,5
633002,104790.0,104785.0,104800.0,104780.0,579,2433,5
633003,104790.0,104785.0,104795.0,104780.0,378,1428,5
633004,104785.0,104790.0,104795.0,104780.0,359,1645,5
633005,104790.0,104785.0,104795.0,104770.0,813,3723,5
633006,104785.0,104765.0,104790.0,104755.0,1136,4083,5
633007,104770.0,104775.0,104790.0,104765.0,650,2386,5
633008,104775.0,104780.0,104785.0,104770.0,371,1533,5
633009,104785.0,104775.0,104790.0,104775.0,374,1510,5
633010,104775.0,104795.0,104810.0,104775.0,723,3080,5
633011,104805.0,104775.0,104810.0,104765.0,1463,6748,5
633012,104775.0,104785.0,104795.0,104765.0,628,2703,5
633013,104790.0,104785.0,104800.0,104775.0,388,2033,5
633014,104780.0,104790.0,104795.0,104780.0,377,1645,5
633015,104780.0,104795.0,104800.0,104780.0,503,2440,5
633016,104800.0,104795.0,104805.0,104780.0,1258,4850,5
633017,104790.0,104810.0,104810.0,104785.0,404,1019,5
633018,104810.0,104785.0,104810.0,104785.0,479,1810,5
633019,104785.0,104765.0,104790.0,104755.0,581,2572,5
633020,104765.0,104700.0,104790.0,104700.0,1106,8418,5
633021,105185.0,105190.0,105195.0,105115.0,3531,14033,5
633022,105190.0,105175.0,105230.0,105100.0,5625,20603,5
633023,105170.0,105140.0,105195.0,105140.0,2322,9258,5
633024,105140.0,105085.0,105160.0,105065.0,4158,13184,5
633025,105085.0,105125.0,105150.0,105075.0,2830,10285,5
633026,105125.0,105100.0,105160.0,105100.0,2569,8257,5
633027,105100.0,105130.0,105180.0,105095.0,3274,12347,5
633028,105130.0,105280.0,105285.0,105125.0,6994,24411,5
633029,105280.0,105260.0,105290.0,105235.0,4638,16734,5
633030,105255.0,105235.0,105270.0,105215.0,2894,11848,5
633031,105235.0,105220.0,105250.0,105205.0,2352,8758,5
633032,105220.0,105225.0,105245.0,105215.0,1371,5319,5
633033,105225.0,105205.0,105230.0,105190.0,2158,8322,5
633034,105205.0,105230.0,105230.0,105195.0,1535,5035,5
633035,105225.0,105245.0,105260.0,105215.0,2343,8318,5
633036,105240.0,105215.0,105265.0,105205.0,3133,10770,5
633037,105210.0,105205.0,105215.0,105175.0,3089,11553,5
633038,105200.0,105185.0,105205.0,105170.0,1893,6388,5
633039,105185.0,105200.0,105200.0,105180.0,982,3601,5
633040,105200.0,105170.0,105215.0,105160.0,2402,8387,5
633041,105170.0,105140.0,105185.0,105130.0,3634,10551,5
633042,105145.0,105125.0,105160.0,105115.0,3289,10555,5
633043,105125.0,105115.0,105140.0,105115.0,1509,4701,5
633044,105115.0,105135.0,105140.0,105115.0,1108,3784,5
633045,105130.0,105125.0,105145.0,105120.0,1367,4504,5
633046,105125.0,105130.0,105140.0,105105.0,2738,7801,5
633047,105130.0,105125.0,105140.0,105110.0,1071,3569,5
633048,105130.0,105095.0,105130.0,105085.0,2381,7496,5
633049,105095.0,105105.0,105105.0,105090.0,819,2473,5
633050,105105.0,105100.0,105115.0,105090.0,1041,3258,5
633051,105105.0,105050.0,105105.0,105000.0,10574,28726,5
633052,105050.0,105030.0,105050.0,105010.0,2805,9090,5
633053,105025.0,104995.0,105030.0,104955.0,7498,23599,5
633054,104995.0,105015.0,105030.0,104975.0,2834,9365,5
633055,105015.0,105055.0,105060.0,105005.0,3058,9590,5
633056,105055.0,105035.0,105060.0,105025.0,2786,9650,5
633057,105035.0,105065.0,105070.0,105010.0,3423,10691,5
633058,105065.0,105030.0,105075.0,105025.0,2169,6736,5
633059,105035.0,104960.0,105035.0,104930.0,7838,22332,5
633060,104960.0,104925.0,104960.0,104900.0,6070,18830,5
633061,104930.0,104900.0,104930.0,104880.0,6108,20212,5
633062,104905.0,104890.0,104945.0,104890.0,3602,11099,5
633063,104895.0,104890.0,104900.0,104855.0,5526,18059,5
633064,104895.0,104900.0,104915.0,104885.0,2406,7881,5
633065,104905.0,104920.0,104940.0,104900.0,3253,10051,5
633066,104920.0,104895.0,104935.0,104890.0,4592,14369,5
633067,104895.0,104905.0,104920.0,104870.0,2709,9422,5
633068,104910.0,104895.0,104910.0,104875.0,1163,4457,5
633069,104900.0,104900.0,104920.0,104870.0,1844,6393,5
633070,104905.0,104895.0,104915.0,104885.0,1080,3898,5
633071,104890.0,104920.0,104935.0,104880.0,2650,7991,5
633072,104920.0,104915.0,104955.0,104910.0,5637,18752,5
633073,104910.0,104910.0,104920.0,104885.0,2516,7984,5
633074,104905.0,104915.0,104935.0,104895.0,1717,5682,5
633075,104910.0,104925.0,104950.0,104885.0,3028,9275,5
633076,104925.0,104925.0,104955.0,104915.0,2816,8898,5
633077,104925.0,104985.0,104985.0,104920.0,4527,13692,5
633078,104985.0,104955.0,104985.0,104945.0,2120,7132,5
633079,104950.0,104930.0,104950.0,104905.0,2477,7393,5
633080,104930.0,104910.0,104930.0,104900.0,1788,5423,5
633081,104905.0,104840.0,104915.0,104820.0,11877,37366,5
633082,104835.0,104840.0,104855.0,104815.0,3727,11209,5
633083,104845.0,104860.0,104870.0,104815.0,3532,11115,5
633084,104855.0,104835.0,104860.0,104820.0,2123,7953,5
633085,104830.0,104840.0,104855.0,104815.0,2189,7796,5
633086,104840.0,104840.0,104870.0,104820.0,2504,8818,5
633087,104845.0,104865.0,104885.0,104840.0,2778,9543,5
633088,104870.0,104905.0,104935.0,104855.0,5899,18361,5
633089,104905.0,104895.0,104915.0,104885.0,2410,8994,5
633090,104895.0,104840.0,104915.0,104830.0,3929,14093,5
633091,104845.0,104875.0,104910.0,104765.0,14578,47649,5
633092,104870.0,104925.0,104975.0,104870.0,9473,28457,5
633093,104925.0,104895.0,104940.0,104890.0,2508,8974,5
633094,104895.0,104905.0,104910.0,104870.0,2257,7635,5
633095,104910.0,104910.0,104930.0,104880.0,2617,11443,5
633096,104915.0,104920.0,104955.0,104900.0,4013,13141,5
633097,104915.0,104895.0,104930.0,104880.0,2111,7548,5
633098,104890.0,104835.0,104895.0,104830.0,4783,15288,5
